servicio,paradero,tiempo_promedio,geo_parader,geo_parader_lat,geo_parader_lon,calificacion,zona_h,zona_h_num,seccion
114I,PD10,323.42857142857144,0101000020E610000001BB7D1CCDA651C077A0680323BB40C0,-33.4620060215829,-70.6062689998471,2,Punta,1,S1
114I,PD11,331.9,0101000020E610000030D7F04DD3A651C0F9274DC077BB40C0,-33.4645920159091,-70.6066470004996,2,Punta,1,S1
114I,PD12,339.94736842105266,0101000020E6100000429D9F34D4A651C058DF7E27F5BB40C0,-33.4684190148825,-70.6067019995435,2,Punta,1,S1
114I,PD13,335.2105263157895,0101000020E6100000168C14E5D2A651C060078D3524BC40C0,-33.4698550165765,-70.6066219998032,2,Punta,1,S1
114I,PD1306,308.8695652173913,0101000020E61000006D6DC2D66CA651C041A921CBC1BE40C0,-33.4902891077386,-70.6003929995256,2,Punta,1,S1
114I,PD14,330.0,0101000020E610000017DEBB31CFA651C0594CD4D4A6BC40C0,-33.4738412891972,-70.6063961348194,2,Punta,1,S1
114I,PD1417,349.95,0101000020E61000007A958EE301A651C072FB8B8F58C040C0,-33.5027026589877,-70.5938652889653,2,Punta,1,S1
114I,PD15,311.40909090909093,0101000020E6100000FEE14D81CCA651C04FED831003BD40C0,-33.4766560215163,-70.6062320004057,2,Punta,1,S1
114I,PD16,297.8695652173913,0101000020E6100000D3CD4E75C8A651C035D81D164FBD40C0,-33.4789760251737,-70.6059849996157,2,Punta,1,S1
114I,PD17,342.55,0101000020E61000002845E01FCAA651C019090125A7BD40C0,-33.4816633467728,-70.6060867014063,2,Punta,1,S1
114I,PD18,342.55,0101000020E6100000C5A8F61ECCA651C0B6A333F309BE40C0,-33.484678650107,-70.6062085541517,2,Punta,1,S1
114I,PD19,348.05555555555554,0101000020E6100000EBF466F2CDA651C01D0A30508CBE40C0,-33.4886570200508,-70.6063200002133,2,Punta,1,S1
114I,PD20,326.85714285714283,0101000020E610000068C4DF4DB7A651C083008C79CABE40C0,-33.4905540402988,-70.6049380002238,2,Punta,1,S1
114I,PD21,417.4117647058824,0101000020E61000004422A5A487A651C0358A4F01C3BE40C0,-33.4903260839823,-70.6020290005336,2,Punta,1,S1
114I,PD350,353.57894736842104,0101000020E61000003A5296B2C0A651C0158B2B0053BA40C0,-33.4556579792608,-70.6055113285046,2,Punta,1,S1
114I,PD70,375.88235294117646,0101000020E6100000FBFF234564A651C04125B4371BBF40C0,-33.4930181150071,-70.5998700000345,2,Punta,1,S1
114I,PD71,346.95,0101000020E6100000D065B6114FA651C022200D6B87BF40C0,-33.4963201345529,-70.5985760003307,2,Punta,1,S1
114I,PD72,382.0,0101000020E6100000692884CB31A651C0F44C8FAED7BF40C0,-33.4987695884428,-70.5967892447094,2,Punta,1,S1
114I,PD73,366.7894736842105,0101000020E6100000847BDBE518A651C0DC2A645A1AC040C0,-33.5008042325114,-70.5952696460136,2,Punta,1,S1
114I,PD74,334.7142857142857,0101000020E6100000D159C148E0A551C02AF16BF0B3C040C0,-33.5054913069783,-70.5918142212097,2,Punta,1,S1
114I,PD75,398.125,0101000020E6100000A31ABD50C0A551C024DBEA290FC140C0,-33.5082752606161,-70.5898629996032,2,Punta,1,S1
114I,PD9,319.5,0101000020E610000020F245CEC2A651C0CA125112A2BA40C0,-33.4580710311762,-70.6056399996819,2,Punta,1,S1
114I,PE10,355.44444444444446,0101000020E6100000F9C3CEF412A551C08AAF845ACEC240C0,-33.5219224117164,-70.5792819995112,2,Punta,1,S1
114I,PE11,440.53333333333336,0101000020E61000009B1A53ADF9A451C019CD425F43C340C0,-33.5254935337236,-70.577739077717,2,Punta,1,S1
114I,PE12,318.95238095238096,0101000020E61000004A3283A3E4A451C07BC52BBDA5C340C0,-33.528495451329,-70.5764550000396,2,Punta,1,S1
114I,PE13,399.72222222222223,0101000020E61000005A22AA9ECCA451C0826BCC9F18C440C0,-33.5320014713425,-70.5749890004603,2,Punta,1,S1
114I,PE14,373.05263157894734,0101000020E61000005857FE40B9A451C08C9C5F8B87C440C0,-33.5353864876607,-70.573806999569,2,Punta,1,S1
114I,PE15,415.88235294117646,0101000020E6100000737F44DC9CA451C028E365A60AC540C0,-33.5393875119683,-70.572074000256,2,Punta,1,S1
114I,PE16,315.5263157894737,0101000020E6100000C9A0642680A451C06F4F7A1E8EC540C0,-33.5433996293276,-70.5703216536232,2,Punta,1,S1
114I,PE17,363.2352941176471,0101000020E61000002668D32B65A451C09D4B01E608C640C0,-33.5471465593648,-70.5686749996681,2,Punta,1,S1
114I,PE18,379.875,0101000020E61000002DB2A8E341A451C0FC22DD3366C640C0,-33.5499939756173,-70.5665215632841,2,Punta,1,S1
114I,PE19,415.85714285714283,0101000020E6100000E2295DA626A451C0EDBAD8CEA8C640C0,-33.5520266111615,-70.564859000187,2,Punta,1,S1
