servicio,paradero,promedio_bus_hora,geo_parader,geo_parader_lat,geo_parader_lon,calificacion
211I,PG200,8.125,0101000020E6100000E1A49936A7A951C040169BC919C540C0,-33.5398494727383,-70.6508308887892,1
211I,PG201,8.166666666666666,0101000020E61000007747DEAAEBA951C08A6A154100C540C0,-33.5390702585765,-70.6550089998908,1
211I,PG202,8.833333333333334,0101000020E610000032362F4B3BAA51C016836E98E4C440C0,-33.5382261790857,-70.6598689995815,1
211I,PG203,10.791666666666666,0101000020E61000004298FDFF70AA51C0C072E5E2C8C440C0,-33.5373805637696,-70.6631469704162,1
211I,PG204,11.5,0101000020E6100000DBBFFD538FAA51C0C8E5201B16C540C0,-33.5397371206887,-70.6649980524084,1
211I,PG205,10.583333333333334,0101000020E610000084B64F19FFAC51C0A08C6CC81FCD40C0,-33.602532437327,-70.7030699995467,1
211I,PG206,9.416666666666666,0101000020E61000008EA468B311AD51C0256E94F68ACD40C0,-33.6058033203847,-70.7042053720381,1
211I,PG21,10.041666666666666,0101000020E610000096F29ACB0DAC51C0B5A10A0313C940C0,-33.570892696563,-70.688342000309,1
211I,PG22,10.416666666666666,0101000020E6100000793664FA2EAC51C0BD0466326EC940C0,-33.5736754415643,-70.6903673151627,1
211I,PG23,11.166666666666666,0101000020E610000027DDC9AE49AC51C0525AA756B7C940C0,-33.5759075467255,-70.6919972392394,1
211I,PG24,10.833333333333334,0101000020E6100000339E984869AC51C00910BD130ECA40C0,-33.5785545991094,-70.6939259996805,1
211I,PG25,11.333333333333334,0101000020E6100000079941B797AC51C00086F8588BCA40C0,-33.5823775495046,-70.6967600002864,1
211I,PG26,10.25,0101000020E610000090856D52D1AC51C0450022D7F7CA40C0,-33.5856884876271,-70.7002759999798,1
211I,PG27,5.0,0101000020E610000026B684230CAD51C05948B9DBE6CA40C0,-33.5851702360821,-70.7038658901225,2
211I,PG28,4.0,0101000020E6100000C1DBFC3218AD51C04BE2503712CB40C0,-33.5864934105817,-70.7046020001717,0
211I,PG29,9.666666666666666,0101000020E6100000AECEE60928AD51C0E0E0300667CB40C0,-33.5890815485634,-70.7055687669733,1
211I,PG30,9.125,0101000020E610000094E2A7FE41AD51C081D925FCF5CB40C0,-33.5934443650067,-70.7071529998305,1
211I,PG31,10.708333333333334,0101000020E610000023DCBE4A3EAD51C003E35B9F4ECC40C0,-33.5961493681589,-70.7069270004145,1
211I,PG32,8.791666666666666,0101000020E6100000A6BD9887F7AC51C0C8D3E88863CC40C0,-33.5967875611164,-70.7026080123529,1
211I,PG33,16.083333333333332,0101000020E610000032E2A626EFAC51C0052AE225C0CC40C0,-33.5996138910596,-70.7020966176722,1
211I,PG697,12.458333333333334,0101000020E610000076DDED06BEAC51C001D5472226CF40C0,-33.618351254534,-70.6990983317281,1
211I,PG698,11.958333333333334,0101000020E6100000019902B2D7AC51C071424911A6CF40C0,-33.6222554786408,-70.7006649995201,1
211I,PG699,12.041666666666666,0101000020E61000002E44A024E8AC51C066D33B15F3CF40C0,-33.624605802738,-70.7016688885785,1
211I,PG700,7.708333333333333,0101000020E61000001EE59194F4AC51C05FF4633730D040C0,-33.6264714468059,-70.70242799995,1
211I,PG702,11.416666666666666,0101000020E61000001889B60C38AD51C05BDCAA0E40D140C0,-33.6347673734933,-70.7065459997724,1
211I,PG703,9.916666666666666,0101000020E6100000E21B782B4BAD51C07873F74897D140C0,-33.6374293525941,-70.7077130005778,1
211I,PG748,8.666666666666666,0101000020E6100000F287CB1311AD51C02191C62687CE40C0,-33.6134994954648,-70.7041673171623,1
211I,PG749,8.625,0101000020E6100000D2910586F0AC51C0C99FA443A0CE40C0,-33.6142658761815,-70.7021803907767,1
211I,PG9,10.208333333333334,0101000020E61000009508FC8BA0AA51C0C38E464375C540C0,-33.542641076519,-70.666048999907,1
211I,PG903,12.541666666666666,0101000020E61000003B246E6B0BAD51C047AB106AD7CD40C0,-33.6081364232437,-70.703822000084,1
211I,PG904,9.25,0101000020E61000006E76AFC91AAD51C09F00F6B413CE40C0,-33.6099764062103,-70.7047599996092,1
211I,PG905,10.958333333333334,0101000020E6100000DA51C64C2FAD51C07A7DC94466CE40C0,-33.6124959930266,-70.7060119568554,1
